Gene name	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
Zfp87	ZNF195	ortholog_many2many	0
1700028P14Rik	C9orf135	ortholog_one2one	1
Vnn1	VNN1	ortholog_one2one	1
Stat4	STAT4	ortholog_one2one	1
Gm11238	AC113348.1	ortholog_one2many	0
Cep170	CEP170	ortholog_one2one	1
Igfbp3	IGFBP3	ortholog_one2one	1
Gm11237	AC113348.1	ortholog_one2many	0
Ern1	ERN1	ortholog_one2one	1
Ninl	NINL	ortholog_one2one	1
Gm11236	AC113348.1	ortholog_one2many	0
Dmbx1	DMBX1	ortholog_one2one	1
Gm11239	AC113348.1	ortholog_one2many	0
Slc1a5	SLC1A5	ortholog_one2one	1
Nr1d1	NR1D1	ortholog_one2one	1
Ldha	LDHA	ortholog_one2one	1
Tm4sf20	TM4SF20	ortholog_one2one	1
Zbtb25	ZBTB25	ortholog_one2one	1
Ntrk3	NTRK3	ortholog_one2one	1
1700001O22Rik	C9orf50	ortholog_one2one	0
Prop1	PROP1	ortholog_one2one	1
Luc7l2	FMC1-LUC7L2	ortholog_one2one	1
Rprd2	RPRD2	ortholog_one2one	1
Eprs	EPRS	ortholog_one2one	1
Vti1a	VTI1A	ortholog_one2one	1
Prl2c5	PRL	ortholog_one2many	0
Atp2b3	ATP2B3	ortholog_one2one	1
Cd209a	CD209	ortholog_one2many	0
Ap1m1	AP1M1	ortholog_one2one	1
Gpc5	GPC5	ortholog_one2one	1
Taar1	TAAR1	ortholog_one2one	1
Gm16513	PRAMEF2	ortholog_many2many	0
Gm16513	PRAMEF5	ortholog_many2many	0
Gm16513	PRAMEF7	ortholog_many2many	0
Gm16513	PRAMEF26	ortholog_many2many	0
Gm16513	PRAMEF17	ortholog_many2many	0
Gm16513	PRAMEF20	ortholog_many2many	0
Gm16513	PRAMEF6	ortholog_many2many	0
Gm16513	PRAMEF12	ortholog_many2many	0
Gm16513	PRAMEF4	ortholog_many2many	0
Gm16513	PRAMEF1	ortholog_many2many	0
Gm16513	PRAMEF14	ortholog_many2many	0
Gm16513	PRAMEF10	ortholog_many2many	0
Gm16513	PRAMEF15	ortholog_many2many	0
Gm16513	PRAMEF18	ortholog_many2many	0
Gm16513	PRAMEF25	ortholog_many2many	0
Gm16513	PRAMEF13	ortholog_many2many	0
Gm16513	PRAMEF11	ortholog_many2many	0
Gm16513	PRAMEF27	ortholog_many2many	0
Gm16513	PRAMEF33	ortholog_many2many	0
Gm16513	PRAMEF8	ortholog_many2many	0
Gm16513	PRAMEF19	ortholog_many2many	0
Gm16513	PRAMEF9	ortholog_many2many	0
Taar2	TAAR2	ortholog_one2one	1
Prox2	PROX2	ortholog_one2one	1
Ehbp1	EHBP1	ortholog_one2one	1
Zfp58	ZNF429	ortholog_many2many	0
Zfp58	ZNF519	ortholog_many2many	0
Zfp58	ZNF195	ortholog_many2many	0
Galnt15	GALNT15	ortholog_one2one	1
Wdr59	WDR59	ortholog_one2one	1
Cald1	CALD1	ortholog_one2one	1
Pla2r1	PLA2R1	ortholog_one2one	1
Klk1b26	KLK1	ortholog_one2many	1
Stat1	STAT1	ortholog_one2one	1
Tars2	TARS2	ortholog_one2one	1
Gzmc	GZMB	ortholog_one2many	0
Grm8	GRM8	ortholog_one2one	1
Cd34	CD34	ortholog_one2one	1
Crmp1	CRMP1	ortholog_one2one	1
Inafm2	INAFM2	ortholog_one2one	1
Rccd1	RCCD1	ortholog_one2one	1
Gm37797	MARCOL	ortholog_one2one	0
Cyb5d1	CYB5D1	ortholog_one2one	1
Ube2l3	UBE2L5	ortholog_one2one	0
Rnf125	RNF125	ortholog_one2one	1
Slc37a2	SLC37A2	ortholog_one2one	1
Naa38	NAA38	ortholog_one2one	1
Cyp2d26	CYP2D7	ortholog_many2many	0
Cyp2d26	CYP2D6	ortholog_many2many	0
Dnase2b	DNASE2B	ortholog_one2one	1
Spinkl	SPINK9	ortholog_many2many	0
Nlrp4b	NLRP4	ortholog_one2many	0
Bms1	BMS1	ortholog_one2one	1
Zfp729a	ZNF845	ortholog_one2many	0
Tmem88	TMEM88	ortholog_one2one	1
Spink11	SPINK9	ortholog_many2many	0
Prl8a2	PRL	ortholog_one2many	0
P2ry6	P2RY6	ortholog_one2one	1
Klk1b27	KLK1	ortholog_one2many	0
Ubald1	UBALD1	ortholog_one2one	1
Adgra3	ADGRA3	ortholog_one2one	1
Sspn	SSPN	ortholog_one2one	1
Trappc12	TRAPPC12	ortholog_one2one	1
Tpd52	TPD52	ortholog_one2many	1
Tpd52	AC036214.3	ortholog_one2many	1
Mtln	MTLN	ortholog_one2one	0
Hipk4	HIPK4	ortholog_one2one	1
Rtn4ip1	RTN4IP1	ortholog_one2one	1
Fam189b	FAM189B	ortholog_one2one	1
St6galnac2	AC015802.6	ortholog_one2one	1
Zfp780b	ZNF420	ortholog_one2one	0
St6galnac2	ST6GALNAC2	ortholog_one2one	1
Slc43a3	SLC43A3	ortholog_one2one	1
Rragd	RRAGD	ortholog_one2one	1
Efcab2	EFCAB2	ortholog_one2one	1
Lcn10	LCN10	ortholog_one2one	1
Chrna7	CHRFAM7A	ortholog_one2many	1
Chrna7	CHRNA7	ortholog_one2many	1
Ppan	PPAN-P2RY11	ortholog_one2many	0
Ppan	PPAN	ortholog_one2many	1
Fbln2	FBLN2	ortholog_one2one	1
Crem	CREM	ortholog_one2one	1
Tlr3	TLR3	ortholog_one2one	1
Psrc1	PSRC1	ortholog_one2one	1
Gm49345	ZNF727	ortholog_many2many	0
Gm49345	ZNF678	ortholog_many2many	0
Gm49345	ZNF85	ortholog_many2many	0
Gm49345	ZNF681	ortholog_many2many	0
Gm49345	ZNF736	ortholog_many2many	0
Gm49345	ZNF724	ortholog_many2many	0
Gm49345	ZNF695	ortholog_many2many	0
Gm49345	ZNF682	ortholog_many2many	0
Nedd4l	NEDD4L	ortholog_one2one	1
P2ry2	P2RY2	ortholog_one2one	1
Nanp	NANP	ortholog_one2one	1
Otoa	OTOA	ortholog_one2one	1
Crybg1	CRYBG1	ortholog_one2one	1
Prl2b1	PRL	ortholog_one2many	0
Cd46	CD46	ortholog_one2one	0
Zfp429	ZNF429	ortholog_many2many	0
Zfp429	ZNF519	ortholog_many2many	0
Zfp429	ZNF195	ortholog_many2many	0
Rhbdf1	RHBDF1	ortholog_one2one	1
Ccdc116	CCDC116	ortholog_one2one	0
Hoxa3	HOXA3	ortholog_one2one	1
Gm428	AC113348.1	ortholog_one2many	0
Glt8d1	GLT8D1	ortholog_one2one	1
Maea	MAEA	ortholog_one2one	1
Nrsn1	NRSN1	ortholog_one2one	1
Hoxa4	HOXA4	ortholog_one2one	1
Ell	ELL	ortholog_one2one	1
Stx4a	STX4	ortholog_one2one	1
Hoxa2	HOXA2	ortholog_one2one	1
Abca7	ABCA7	ortholog_one2one	1
Postn	POSTN	ortholog_one2one	1
Scrn1	SCRN1	ortholog_one2one	1
Apol7c	APOL3	ortholog_many2many	0
Apol7c	APOL1	ortholog_many2many	0
Apol7c	APOL2	ortholog_many2many	0
Apol7c	APOL4	ortholog_many2many	0
Dtna	DTNA	ortholog_one2one	1
Rbm43	RBM43	ortholog_one2one	1
Ptar1	PTAR1	ortholog_one2one	1
Ccdc9b	CCDC9B	ortholog_one2one	1
Hoxa7	HOXA7	ortholog_one2one	1
Evc	EVC	ortholog_one2one	1
Mcur1	MCUR1	ortholog_one2one	1
Mki67	MKI67	ortholog_one2one	0
Ogfrl1	OGFRL1	ortholog_one2one	1
Chn2	CHN2	ortholog_one2many	1
Chn2	AC004593.3	ortholog_one2many	1
Il21	IL21	ortholog_one2one	1
Slc46a1	SLC46A1	ortholog_one2one	1
Hoxa6	HOXA6	ortholog_one2one	1
Bmi1	COMMD3-BMI1	ortholog_one2many	1
Bmi1	BMI1	ortholog_one2many	1
Clptm1	CLPTM1	ortholog_one2one	1
Hoxa5	HOXA5	ortholog_one2one	1
Ydjc	YDJC	ortholog_one2one	1
Cenpl	CENPL	ortholog_one2one	1
Plch2	PLCH2	ortholog_one2one	1
Stx1b	STX1B	ortholog_one2one	1
Ms4a8a	MS4A8	ortholog_one2one	1
Eri2	ERI2	ortholog_one2one	1
Rps9	RPS9	ortholog_one2one	1
Ston2	STON2	ortholog_one2one	1
Vstm2a	VSTM2A	ortholog_one2one	1
Sry	SRY	ortholog_one2one	0
Xpnpep2	XPNPEP2	ortholog_one2one	1
Gpr141	GPR141	ortholog_one2one	1
Kcnf1	KCNF1	ortholog_one2one	1
Cfap157	CFAP157	ortholog_one2one	1
Clrn3	CLRN3	ortholog_one2one	1
Pdha1	PDHA1	ortholog_one2one	1
Tbcd	TBCD	ortholog_one2one	1
Cyp2e1	CYP2E1	ortholog_one2one	1
Foxj3	FOXJ3	ortholog_one2one	1
Dnlz	DNLZ	ortholog_one2one	1
Foxi2	FOXI2	ortholog_one2one	1
Zyg11b	ZYG11B	ortholog_one2one	1
Mapre3	MAPRE3	ortholog_one2one	1
Vps54	VPS54	ortholog_one2one	1
Gngt2	GNGT2	ortholog_one2one	1
Ptrh1	PTRH1	ortholog_one2one	1
Akr1b10	AKR1B10	ortholog_one2many	1
Mfsd4a	MFSD4A	ortholog_one2one	1
Hoxb2	HOXB2	ortholog_one2one	1
Olfr152	OR5I1	ortholog_one2one	1
B3gnt7	B3GNT7	ortholog_one2one	1
Samd12	SAMD12	ortholog_one2one	1
Ccdc136	CCDC136	ortholog_one2one	1
Olfr480	OR5P3	ortholog_one2many	1
Itpkc	ITPKC	ortholog_one2one	1
Hoxb3	HOXB3	ortholog_one2one	1
Ap5m1	AP5M1	ortholog_one2one	1
Zcchc24	ZCCHC24	ortholog_one2one	1
Arsj	ARSJ	ortholog_one2one	1
Ccdc134	CCDC134	ortholog_one2one	1
Foxd2	FOXD2	ortholog_one2one	1
Bloc1s2	BLOC1S2	ortholog_one2one	1
Defb36	DEFB123	ortholog_one2one	1
Entr1	ENTR1	ortholog_one2one	1
Nupl2	NUP42	ortholog_one2one	1
Ccl2	CCL2	ortholog_one2one	0
Olfr558	OR51E1	ortholog_one2one	1
Aldh6a1	ALDH6A1	ortholog_one2one	1
Zfp352	KLF18	ortholog_one2one	0
Serpinb9e	SERPINB9	ortholog_one2many	1
Rpgr	RPGR	ortholog_one2one	0
Drc1	DRC1	ortholog_one2one	1
Tmed5	TMED5	ortholog_one2one	1
Ppp2r5e	PPP2R5E	ortholog_one2one	1
Dusp16	DUSP16	ortholog_one2one	1
Mpzl1	MPZL1	ortholog_one2one	1
Vps13d	VPS13D	ortholog_one2one	1
Wnt8a	WNT8A	ortholog_one2one	1
Gbx1	GBX1	ortholog_one2one	1
Ndufaf6	NDUFAF6	ortholog_one2one	1
P2ry12	P2RY12	ortholog_one2one	1
Utp6	UTP6	ortholog_one2one	1
Bbof1	BBOF1	ortholog_one2one	1
Serpinb9f	SERPINB9	ortholog_one2many	1
Zbtb41	ZBTB41	ortholog_one2one	1
Tspan15	TSPAN15	ortholog_one2one	1
Use1	USE1	ortholog_one2one	1
Gm4340	ALYREF	ortholog_one2many	0
Casq1	CASQ1	ortholog_one2one	1
Dusp26	DUSP26	ortholog_one2one	1
Gpr171	GPR171	ortholog_one2one	1
Ccdc150	CCDC150	ortholog_one2one	1
Rnf113a2	RNF113A	ortholog_one2many	0
Tmem14c	TMEM14C	ortholog_one2one	1
Fam111a	FAM111A	ortholog_one2one	0
Insr	INSR	ortholog_one2one	1
Igsf10	IGSF10	ortholog_one2one	1
Lif	LIF	ortholog_one2one	1
Ror1	ROR1	ortholog_one2one	1
Cep68	CEP68	ortholog_one2one	1
Arpc5	ARPC5	ortholog_one2one	1
Id4	ID4	ortholog_one2one	1
Pwwp2a	PWWP2A	ortholog_one2one	1
Olfr482	OR5P2	ortholog_one2many	0
Cfap161	CFAP161	ortholog_one2one	1
Lbx2	LBX2	ortholog_one2one	1
Gpr87	GPR87	ortholog_one2one	1
Ptprh	PTPRH	ortholog_one2one	1
Ost4	OST4	ortholog_one2one	1
Krt9	KRT9	ortholog_one2one	1
Tlr2	TLR2	ortholog_one2one	1
Slc30a4	SLC30A4	ortholog_one2one	1
Hand1	HAND1	ortholog_one2one	1
Agbl5	AGBL5	ortholog_one2one	1
Ctnnbip1	CTNNBIP1	ortholog_one2one	1
Arhgef6	ARHGEF6	ortholog_one2one	1
Prr14	PRR14	ortholog_one2one	1
Pkd2l1	PKD2L1	ortholog_one2one	1
Mtf2	MTF2	ortholog_one2one	1
Zfp128	ZNF8	ortholog_one2one	1
Prrg1	PRRG1	ortholog_one2one	1
Cyb561a3	CYB561A3	ortholog_one2one	1
2510039O18Rik	KIAA2013	ortholog_one2one	1
Hnrnpr	HNRNPR	ortholog_one2one	1
Npc1	NPC1	ortholog_one2one	1
Gle1	GLE1	ortholog_one2one	1
Ccl11	CCL11	ortholog_one2one	1
Vps41	VPS41	ortholog_one2one	1
Lhx8	LHX8	ortholog_one2one	1
Dcaf12	DCAF12	ortholog_one2one	1
Zscan22	ZSCAN22	ortholog_one2one	1
Gucy1a2	GUCY1A2	ortholog_one2one	1
Aspscr1	ASPSCR1	ortholog_one2one	1
Wdtc1	WDTC1	ortholog_one2one	1
Xpo6	XPO6	ortholog_one2one	1
Slc45a3	SLC45A3	ortholog_one2one	1
Nme5	NME5	ortholog_one2one	1
Togaram1	TOGARAM1	ortholog_one2one	1
Cd9	CD9	ortholog_one2one	1
Ntsr2	NTSR2	ortholog_one2one	1
Rspo1	RSPO1	ortholog_one2one	1
Mrpl53	MRPL53	ortholog_one2one	1
Tmem86b	TMEM86B	ortholog_one2one	1
Crx	CRX	ortholog_one2one	1
Ccdc142	CCDC142	ortholog_one2many	1
Tonsl	TONSL	ortholog_one2one	1
Zfp689	ZNF689	ortholog_one2one	1
Glra2	GLRA2	ortholog_one2one	1
Ddx60	DDX60	ortholog_one2one	1
Hormad2	HORMAD2	ortholog_one2one	1
1110008P14Rik	C9orf16	ortholog_one2one	1
Ccl12	CCL7	ortholog_one2one	1
Fau	FAU	ortholog_one2one	1
Foxe3	FOXE3	ortholog_one2one	1
Gm42688	CCDC142	ortholog_one2many	1
Rmc1	RMC1	ortholog_one2one	1
Vmn1r45	VN1R5	ortholog_one2many	0
Prkar1a	PRKAR1A	ortholog_one2one	1
Anxa4	ANXA4	ortholog_one2one	1
Nppb	NPPB	ortholog_one2one	0
Serpinb9h	SERPINB9	ortholog_one2many	0
Tlnrd1	TLNRD1	ortholog_one2one	1
Dnm1	DNM1	ortholog_one2one	1
Tmem26	TMEM26	ortholog_one2one	1
Ampd1	AMPD1	ortholog_one2one	1
Vmn1r46	VN1R5	ortholog_one2many	0
Tmem138	TMEM138	ortholog_one2one	1
Grik2	GRIK2	ortholog_one2one	1
Rcsd1	RCSD1	ortholog_one2one	1
Ncln	NCLN	ortholog_one2one	1
Armc4	ARMC4	ortholog_one2one	1
Vmn1r47	VN1R5	ortholog_one2many	0
Gm15319	POTEA	ortholog_many2many	0
Trp53inp1	TP53INP1	ortholog_one2one	1
Sgk1	SGK1	ortholog_one2one	1
Heph	HEPH	ortholog_one2one	1
Cmpk1	CMPK1	ortholog_one2one	1
Tkfc	TKFC	ortholog_one2one	1
Vps28	VPS28	ortholog_one2one	1
Col3a1	COL3A1	ortholog_one2one	1
Gpr139	GPR139	ortholog_one2one	1
Nr3c1	NR3C1	ortholog_one2one	1
AC124742.1	RPLP2	ortholog_one2many	0
Wdr89	WDR89	ortholog_one2one	1
Nlrp5	NLRP5	ortholog_one2one	0
Lias	LIAS	ortholog_one2one	1
Elane	ELANE	ortholog_one2one	1
Arl14ep	ARL14EP	ortholog_one2one	1
Enkur	ENKUR	ortholog_one2one	1
Ube2u	UBE2U	ortholog_one2one	0
Cpeb1	CPEB1	ortholog_one2many	1
Cpeb1	AC245033.1	ortholog_one2many	1
B4galnt3	B4GALNT3	ortholog_one2one	1
Mettl11b	METTL11B	ortholog_one2one	1
Serpina7	SERPINA7	ortholog_one2one	1
Ica1	ICA1	ortholog_one2one	1
Qrfprl	QRFPR	ortholog_one2many	0
Gemin8	GEMIN8	ortholog_one2one	1
Nppa	NPPA	ortholog_one2one	1
Dtd2	DTD2	ortholog_one2one	1
Mxd4	MXD4	ortholog_one2one	1
Zfp451	ZNF451	ortholog_one2one	1
Sppl2a	SPPL2A	ortholog_one2one	1
Cckbr	CCKBR	ortholog_one2one	1
Vmn1r48	VN1R5	ortholog_one2many	0
Cfap206	AL049697.1	ortholog_one2many	1
Cfap206	CFAP206	ortholog_one2many	1
Gpr33	GPR33	ortholog_one2one	1
Hdac5	HDAC5	ortholog_one2one	1
Ube2q1	UBE2Q1	ortholog_one2one	1
Htt	HTT	ortholog_one2one	1
Atxn7l2	ATXN7L2	ortholog_one2one	1
Ccl8	CCL8	ortholog_one2one	1
Etfbkmt	ETFBKMT	ortholog_one2one	1
Mogs	MOGS	ortholog_one2one	1
Gnl2	GNL2	ortholog_one2one	1
Cdhr1	CDHR1	ortholog_one2one	1
Nrp2	NRP2	ortholog_one2one	1
Defb25	DEFB124	ortholog_one2one	1
Ddb1	DDB1	ortholog_one2one	1
Ism1	ISM1	ortholog_one2one	1
Cdkl3	CDKL3	ortholog_one2one	1
Nxt2	NXT2	ortholog_one2one	1
Mesd	MESD	ortholog_one2one	1
Cers2	CERS2	ortholog_one2one	1
Cavin3	CAVIN3	ortholog_one2one	1
Ctdsp1	CTDSP1	ortholog_one2one	1
Fshb	FSHB	ortholog_one2one	1
Btbd11	BTBD11	ortholog_one2one	1
Pim3	PIM3	ortholog_one2one	1
Bod1l	BOD1L1	ortholog_one2one	1
Asb10	ASB10	ortholog_one2one	1
Mpz	MPZ	ortholog_one2one	1
Rnf122	RNF122	ortholog_one2one	1
Tmem215	TMEM215	ortholog_one2one	1
Dnali1	DNALI1	ortholog_one2one	1
Znhit2	ZNHIT2	ortholog_one2one	1
Sgpp1	SGPP1	ortholog_one2one	1
Dlx3	DLX3	ortholog_one2one	1
Vmn1r49	VN1R5	ortholog_one2many	0
Acbd7	ACBD7	ortholog_one2one	1
Cxcr3	CXCR3	ortholog_one2one	1
Dlx4	DLX4	ortholog_one2one	1
Cfd	CFD	ortholog_one2one	1
Vmn1r50	VN1R5	ortholog_one2many	0
Nol10	NOL10	ortholog_one2one	1
Trim54	TRIM54	ortholog_one2one	1
Scd2	SCD	ortholog_one2many	1
Izumo2	IZUMO2	ortholog_one2one	1
Sox17	SOX17	ortholog_one2one	1
Kifap3	KIFAP3	ortholog_one2one	1
Rps5	RPS5	ortholog_one2one	1
Serpine2	SERPINE2	ortholog_one2one	1
Myo1a	MYO1A	ortholog_one2one	1
Piwil4	PIWIL4	ortholog_one2one	1
Pip5k1c	PIP5K1C	ortholog_one2one	1
Mlh3	MLH3	ortholog_one2one	1
Kcna4	KCNA4	ortholog_one2one	1
Emc6	EMC6	ortholog_one2one	1
Gm4779	CXorf49	ortholog_many2many	0
Gm4779	BX276092.9	ortholog_many2many	0
Gm4779	CXorf49B	ortholog_many2many	0
Smpd1	SMPD1	ortholog_one2one	1
Atrnl1	ATRNL1	ortholog_one2one	1
Olfr483	OR5P2	ortholog_one2many	0
Epb41l5	EPB41L5	ortholog_one2one	1
Wbp1	WBP1	ortholog_one2one	1
Lyn	LYN	ortholog_one2one	1
Amacr	AMACR	ortholog_one2one	1
Zfp322a	ZNF322	ortholog_one2one	1
Eepd1	EEPD1	ortholog_one2one	1
Setdb1	SETDB1	ortholog_one2one	1
Strap	STRAP	ortholog_one2one	1
Map7d2	MAP7D2	ortholog_one2one	1
Pcp4l1	PCP4L1	ortholog_one2one	1
Adgrb2	ADGRB2	ortholog_one2one	1
Sipa1l1	SIPA1L1	ortholog_one2one	1
Ttll8	TTLL8	ortholog_one2one	1
Sult2a2	SULT2A1	ortholog_one2many	0
Ifngr1	IFNGR1	ortholog_one2one	0
Fam20a	FAM20A	ortholog_one2one	1
Tmem184b	TMEM184B	ortholog_one2one	1
Rnf20	RNF20	ortholog_one2one	1
Cnrip1	CNRIP1	ortholog_one2one	1
Tmtc2	TMTC2	ortholog_one2one	1
Onecut2	ONECUT2	ortholog_one2one	1
Plek	PLEK	ortholog_one2one	1
Ncl	NCL	ortholog_one2one	1
Lcmt2	LCMT2	ortholog_one2one	1
Pabpc2	PABPC3	ortholog_many2many	0
Pabpc2	PABPC1	ortholog_many2many	0
Cacna1e	CACNA1E	ortholog_one2one	1
Scd4	SCD	ortholog_one2many	1
Kcne1l	KCNE5	ortholog_one2one	1
Adal	ADAL	ortholog_one2one	1
Adck2	ADCK2	ortholog_one2many	1
Bloc1s6	BLOC1S6	ortholog_one2one	1
Nap1l1	NAP1L1	ortholog_one2one	1
Mak16	MAK16	ortholog_one2one	1
8030474K03Rik	CXorf49	ortholog_many2many	0
8030474K03Rik	BX276092.9	ortholog_many2many	0
8030474K03Rik	CXorf49B	ortholog_many2many	0
Tac4	TAC4	ortholog_one2one	0
Cpt1c	CPT1C	ortholog_one2one	1
Srpx	SRPX	ortholog_one2one	1
Zfyve28	ZFYVE28	ortholog_one2one	1
Afap1	AFAP1	ortholog_one2one	1
Iqca1l	IQCA1L	ortholog_one2one	1
Braf	BRAF	ortholog_one2one	1
Psma3	PSMA3	ortholog_one2one	1
Tti2	TTI2	ortholog_one2one	1
Fut4	FUT4	ortholog_one2one	1
Ddc	DDC	ortholog_one2one	1
Ybx2	YBX2	ortholog_one2one	1
Ucn	UCN	ortholog_one2one	1
2210016F16Rik	C9orf64	ortholog_one2one	1
Sbk1	SBK1	ortholog_one2one	1
Ino80b	INO80B-WBP1	ortholog_one2many	1
Ino80b	INO80B	ortholog_one2many	1
Sult2a1	SULT2A1	ortholog_one2many	0
Adh6b	ADH6	ortholog_one2one	0
Ndufb2	NDUFB2	ortholog_one2one	1
D2hgdh	D2HGDH	ortholog_one2one	1
Wdr45	WDR45	ortholog_many2many	1
Wdr45	AC231657.3	ortholog_many2many	1
Msantd1	MSANTD1	ortholog_one2one	1
Ddias	DDIAS	ortholog_one2one	0
Actn2	ACTN2	ortholog_one2one	1
Yipf5	YIPF5	ortholog_one2one	1
Dera	DERA	ortholog_one2one	1
Gm42420	ADCK2	ortholog_one2many	0
Sqor	AC090527.2	ortholog_one2many	1
Sqor	SQOR	ortholog_one2many	1
Ncf2	NCF2	ortholog_one2one	1
Slc45a2	SLC45A2	ortholog_one2one	1
Tmem132e	TMEM132E	ortholog_one2one	1
Wnt8b	WNT8B	ortholog_one2one	1
Spred1	SPRED1	ortholog_one2one	1
Olfr560	OR51C1P	ortholog_one2one	1
Il18r1	IL18R1	ortholog_one2one	1
Olfr78	OR51E2	ortholog_one2one	1
Clstn1	CLSTN1	ortholog_one2one	1
Cplane1	CPLANE1	ortholog_one2one	1
Kctd16	KCTD16	ortholog_one2one	1
Riok2	RIOK2	ortholog_one2one	1
Nhsl2	NHSL2	ortholog_one2one	1
She	SHE	ortholog_one2one	1
S1pr4	S1PR4	ortholog_one2one	1
Bend6	BEND6	ortholog_one2one	1
Tac2	TAC3	ortholog_one2one	1
Eea1	EEA1	ortholog_one2one	1
Pdzk1	PDZK1	ortholog_one2one	1
Aspm	ASPM	ortholog_one2one	1
Fam98b	FAM98B	ortholog_one2one	1
Crebl2	CREBL2	ortholog_one2one	1
Rtl5	RTL5	ortholog_one2one	1
Gpr173	GPR173	ortholog_one2one	1
Vmn1r52	VN1R5	ortholog_one2many	0
Prkcg	PRKCG	ortholog_one2one	1
Thnsl1	THNSL1	ortholog_one2one	1
V1ra8	VN1R5	ortholog_one2many	0
Tubd1	TUBD1	ortholog_one2one	1
Vmn1r53	VN1R5	ortholog_one2many	0
Vmn1r51	VN1R5	ortholog_one2many	0
Amn1	AMN1	ortholog_one2one	1
Marc1	AL445423.3	ortholog_one2many	1
Marc1	MARC1	ortholog_one2many	1
Ttc1	TTC1	ortholog_one2one	1
Dynlt1c	DYNLT1	ortholog_one2many	0
Nudcd2	NUDCD2	ortholog_one2one	1
Fam91a1	FAM91A1	ortholog_one2one	1
1700012B09Rik	C11orf97	ortholog_one2one	1
Susd2	SUSD2	ortholog_one2one	1
Eif3l	EIF3L	ortholog_one2one	1
Bard1	BARD1	ortholog_one2one	1
Anxa9	ANXA9	ortholog_one2one	1
Tex29	TEX29	ortholog_one2one	0
Gfra1	GFRA1	ortholog_one2one	1
Rnf43	RNF43	ortholog_one2many	1
Rnf43	AC004687.2	ortholog_one2many	1
Pde7b	PDE7B	ortholog_one2one	1
Cldn11	CLDN11	ortholog_one2many	1
Cldn11	AC026316.4	ortholog_one2many	1
Hoxb1	HOXB1	ortholog_one2one	1
Tpp2	TPP2	ortholog_one2one	1
Smg9	SMG9	ortholog_one2one	1
Exosc3	EXOSC3	ortholog_one2one	1
Etv2	ETV2	ortholog_one2one	1
Siglecf	CD33	ortholog_many2many	0
Siglecf	SIGLEC6	ortholog_many2many	0
Fbxl4	FBXL4	ortholog_one2one	1
Kcnh1	AL590132.1	ortholog_one2one	0
Cdk12	CDK12	ortholog_one2one	1
Jade3	JADE3	ortholog_one2one	1
Mettl6	METTL6	ortholog_one2one	1
Chd1	CHD1	ortholog_one2one	1
Celf1	CELF1	ortholog_one2one	1
Ncapg	NCAPG	ortholog_one2one	1
Ap4e1	AP4E1	ortholog_one2one	1
Dcaf10	DCAF10	ortholog_one2one	1
Olah	OLAH	ortholog_one2one	0
Prune1	PRUNE1	ortholog_one2one	1
Abcf2	ABCF2	ortholog_one2many	1
Abcf2	ABCF2	ortholog_one2many	1
Tyw3	TYW3	ortholog_one2one	1
Ddost	DDOST	ortholog_one2one	1
Mindy1	MINDY1	ortholog_one2one	1
Tsga10ip	TSGA10IP	ortholog_one2one	1
Il6ra	IL6R	ortholog_one2one	1
Wdr54	WDR54	ortholog_one2one	1
Gm136	C6orf163	ortholog_one2one	1
Fam102a	FAM102A	ortholog_one2one	1
Nup50	NUP50	ortholog_one2many	1
3110001I22Rik	PPHLN1	ortholog_one2many	0
Adra1b	ADRA1B	ortholog_one2one	1
Lcorl	LCORL	ortholog_one2one	1
Anxa10	ANXA10	ortholog_one2one	1
Tesmin	TESMIN	ortholog_one2one	1
St8sia6	ST8SIA6	ortholog_one2one	1
Olfr31	OR2T1	ortholog_one2one	1
Bfar	BFAR	ortholog_one2one	1
Ankrd16	ANKRD16	ortholog_one2one	1
Eaf1	EAF1	ortholog_one2one	1
Rnf225	RNF225	ortholog_one2one	1
Lin52	LIN52	ortholog_one2one	1
Cemip	CEMIP	ortholog_one2one	1
Slc7a14	SLC7A14	ortholog_one2one	1
Il18rap	IL18RAP	ortholog_one2one	1
Myo3b	MYO3B	ortholog_one2one	1
Sult2a4	SULT2A1	ortholog_one2many	0
Fam124b	FAM124B	ortholog_one2one	1
Gpr158	GPR158	ortholog_one2one	1
Tnfrsf1b	TNFRSF1B	ortholog_one2one	1
Cela3a	CELA3B	ortholog_many2many	0
Cela3a	CELA3A	ortholog_many2many	1
Dcun1d5	DCUN1D5	ortholog_one2one	1
Cryz	CRYZ	ortholog_one2one	1
Rtkn	RTKN	ortholog_one2one	1
Klhl13	KLHL13	ortholog_one2one	1
Pwwp3b	PWWP3B	ortholog_one2one	1
Cd160	CD160	ortholog_one2one	1
Serpinb9g	SERPINB9	ortholog_one2many	0
Cpt2	CPT2	ortholog_one2one	1
Ppp3r2	PPP3R2	ortholog_one2one	1
Jun	JUN	ortholog_one2one	1
Hhat	HHAT	ortholog_one2one	1
Grin3a	GRIN3A	ortholog_one2one	1
Cfap99	CFAP99	ortholog_one2one	1
Slc16a8	SLC16A8	ortholog_one2one	1
Drap1	DRAP1	ortholog_one2one	1
Acyp1	ACYP1	ortholog_one2one	1
Aasdhppt	AASDHPPT	ortholog_one2one	1
Gm49486	PICK1	ortholog_one2many	1
Rnf4	RNF4	ortholog_one2one	1
