Gene name	Chicken gene name	Chicken homology type	Chicken orthology confidence [0 low, 1 high]
Gm20903		ortholog_one2many	0
Fpgs	FPGS	ortholog_one2one	1
Lgals8	LGALS8	ortholog_one2one	1
Mtdh		ortholog_one2many	0
Mtdh		ortholog_one2many	1
Ints12	INTS12	ortholog_one2one	1
Gm10487		ortholog_one2many	0
Egln3	EGLN3	ortholog_one2one	1
Gad2	GAD2	ortholog_one2one	1
Gemin2	GEMIN2	ortholog_one2one	1
Bola1	BOLA1	ortholog_one2one	1
Gstcd	GSTCD	ortholog_one2one	1
Eif1	EIF1	ortholog_one2one	1
Gon4l		ortholog_one2many	1
Gon4l		ortholog_one2many	0
Vdac1	VDAC1	ortholog_one2one	1
Degs1	DEGS1	ortholog_one2many	1
Tenm4	TENM4	ortholog_one2one	1
Pnpla6	PNPLA6	ortholog_one2one	1
E330009J07Rik	DENND11	ortholog_one2one	1
Mrpl23	MRPL23	ortholog_one2one	1
Frem2	FREM2	ortholog_one2one	1
Scoc	SCOC	ortholog_one2one	1
Pdxk	PDXK	ortholog_one2one	1
Sergef	SERGEF	ortholog_one2one	1
Fam219a	FAM219A	ortholog_one2one	1
Phlda1		ortholog_one2one	0
AC163616.1	C25H1ORF43	ortholog_one2many	1
Efcab6		ortholog_one2many	0
Efcab6		ortholog_one2many	0
Abcb8	ABCB8	ortholog_one2one	1
Stx17	STX17	ortholog_one2one	1
Rufy3	RUFY3	ortholog_one2one	1
C9orf72	C9orf72	ortholog_one2one	1
4933434E20Rik	C25H1ORF43	ortholog_one2many	1
Hist2h2ac	H2AFJ	ortholog_one2one	0
Pik3cg	PIK3CG	ortholog_one2one	1
Slco6c1		ortholog_one2many	1
Stoml2	STOML2	ortholog_one2one	1
Smg7	SMG7	ortholog_one2one	1
Ezr	EZR	ortholog_one2one	1
Mrpl34	MRPL34	ortholog_one2one	1
Heatr1		ortholog_one2many	0
Heatr1		ortholog_one2many	0
Lig3	LIG3	ortholog_one2one	1
Gm20772	SPIN1Z	ortholog_many2many	1
Gm20772	SPIN1W	ortholog_many2many	0
Gm20831	SPIN1Z	ortholog_many2many	1
Gm20831	SPIN1W	ortholog_many2many	0
Ino80d	INO80D	ortholog_one2one	1
Gm20854	SPIN1Z	ortholog_many2many	1
Gm20854	SPIN1W	ortholog_many2many	0
Aftph	AFTPH	ortholog_one2one	1
Fhl5	FHL5	ortholog_one2one	1
Mrps12	MRPS12	ortholog_one2one	1
B4galt1	B4GALT1	ortholog_one2one	1
Tnmd	TNMD	ortholog_one2one	1
Arl9	ARL9	ortholog_one2one	1
Gata3	GATA3	ortholog_one2one	1
Lrrc34	LRRC34	ortholog_one2one	1
Gng2	GNG2	ortholog_one2one	1
Pou4f3	POU4F3	ortholog_one2one	1
Olfr1101		ortholog_many2many	0
Magea6	NSMCE3	ortholog_one2many	0
Trappc6b	TRAPPC6A	ortholog_one2one	1
Magea3	NSMCE3	ortholog_one2many	0
Glis2		ortholog_one2one	0
Ufl1	UFL1	ortholog_one2one	1
Rhot1	RHOT1	ortholog_one2one	1
Kera	KERA	ortholog_one2one	1
Magea8	NSMCE3	ortholog_one2many	0
Olfr584		ortholog_many2many	1
Olfr584		ortholog_many2many	1
Olfr584		ortholog_many2many	1
Olfr584	OR52R1	ortholog_many2many	1
Uqcr10	UQCR10	ortholog_one2one	1
Hes2	HES2	ortholog_one2one	1
Tars	TARS	ortholog_one2one	1
N4bp2		ortholog_one2many	0
N4bp2		ortholog_one2many	0
Rab40b	RAB40B	ortholog_one2one	1
Gm5698	ALYREF	ortholog_one2many	1
Sars2		ortholog_one2one	1
Ndufs1	NDUFS1	ortholog_one2one	1
Magea5	NSMCE3	ortholog_one2many	1
Ubap2l	UBAP2L	ortholog_one2one	1
Erp44	ERP44	ortholog_one2one	1
Naca	NACA	ortholog_one2one	0
Ndufa4	NDUFA4	ortholog_one2one	1
Magea1	NSMCE3	ortholog_one2many	0
Sf3b1	SF3B1	ortholog_one2one	1
Magea2	NSMCE3	ortholog_one2many	0
Zcchc2	ZCCHC2	ortholog_one2one	1
Spns3	SPNS3	ortholog_one2one	1
Tspan6	TSPAN6	ortholog_one2one	1
Btd	BTD	ortholog_one2one	1
Csf3r	CSF3R	ortholog_one2one	1
Eya1	EYA1	ortholog_one2one	1
Ssty1	SPIN1Z	ortholog_many2many	1
Ssty1	SPIN1W	ortholog_many2many	0
Dcstamp	DCSTAMP	ortholog_one2one	1
Colq	COLQ	ortholog_one2one	1
Cd6		ortholog_one2one	0
Lrp11	LRP11	ortholog_one2one	1
Prr15l	PRR15L	ortholog_one2one	1
Olfr538		ortholog_one2many	0
Gpr63	GPR63	ortholog_one2one	1
Sp2	SP2	ortholog_one2one	1
Stx3	STX3	ortholog_one2one	1
Coq10b	COQ10B	ortholog_one2one	1
Tmem177	TMEM177	ortholog_one2one	1
Slc39a12	SLC39A12	ortholog_one2one	1
Gapdhs		ortholog_one2one	0
Fbxo28	FBXO28	ortholog_one2one	1
Nfu1	NFU1	ortholog_one2one	1
Mtmr14	MTMR14	ortholog_one2one	1
Acot10	ACOT9	ortholog_one2many	1
Lnpk	LNPK	ortholog_one2one	1
Gm5269	HNRNPA1	ortholog_one2many	0
Gm49387	HACL1	ortholog_one2many	0
Nars2	NARS2	ortholog_one2one	1
Ncoa1	NCOA1	ortholog_one2one	1
Gm4297		ortholog_one2many	0
Hacl1	HACL1	ortholog_one2many	1
Cpsf3	CPSF3	ortholog_one2one	1
Pnpo	PNPO	ortholog_one2one	1
Casp4		ortholog_one2one	0
Ccn3	CCN3	ortholog_one2one	1
Ahi1	AHI1	ortholog_one2one	1
Shkbp1	SHKBP1	ortholog_one2one	1
Cdk5rap3	CDK5RAP3	ortholog_one2one	1
Acadl	ACADL	ortholog_one2one	1
Wnt16	WNT16	ortholog_one2one	1
Rtn3		ortholog_one2one	0
Ttc19	TTC19	ortholog_one2one	1
Cobl	COBL	ortholog_one2one	1
Dhx40	DHX40	ortholog_one2one	1
St3gal5	ST3GAL5	ortholog_one2one	1
Rpia	RPIA	ortholog_one2one	1
Sirt2	SIRT2	ortholog_one2one	1
Ccdc18	CCDC18	ortholog_one2one	1
Lemd3	LEMD3	ortholog_one2one	1
Stox2	STOX2	ortholog_one2one	1
Zfp639	ZNF639	ortholog_one2one	1
Tmem70	TMEM70	ortholog_one2one	1
Dsc1		ortholog_one2many	1
Pld6	PLD6	ortholog_one2one	1
Asap2	ASAP2	ortholog_one2one	1
Eif2ak3	EIF2AK3	ortholog_one2one	1
Mien1	MIEN1	ortholog_one2one	1
Ptges3	PTGES3	ortholog_one2one	1
Erbb2	ERBB2	ortholog_one2one	1
Ghrl	GHRL	ortholog_one2one	1
Dock10	DOCK10	ortholog_one2one	1
Tatdn1	TATDN1	ortholog_one2one	1
Lrrc57	LRRC57	ortholog_one2one	1
Efnb2	EFNB2	ortholog_one2one	1
Etaa1	ETAA1	ortholog_one2one	1
Sptbn4		ortholog_one2one	0
Ar	AR	ortholog_one2one	1
Usp48	USP48	ortholog_one2one	1
Eef1b2	EEF1B2	ortholog_one2one	1
Pold4		ortholog_one2many	1
Hopx	HOPX	ortholog_one2one	1
Zup1	ZUP1	ortholog_one2one	1
Ptx3	PTX3	ortholog_one2one	1
Spink4	SPINK4	ortholog_one2one	1
Nmd3	NMD3	ortholog_one2one	1
Gm45928		ortholog_one2many	1
Veph1	VEPH1	ortholog_one2one	1
Ano8	ANO8	ortholog_one2one	1
Clcf1	CLCF1	ortholog_one2one	1
Epyc	EPYC	ortholog_one2one	1
Hap1		ortholog_one2one	0
Nedd9	NEDD9	ortholog_one2one	1
Slc40a1	SLC40A1	ortholog_one2one	1
Cabp7	CABP7	ortholog_one2one	1
Zmat5	ZMAT5	ortholog_one2one	1
Gabra6	GABRA6	ortholog_one2one	1
Rnf139	RNF139	ortholog_one2one	1
Ndufb9	NDUFB9	ortholog_one2one	1
B3gnt5	B3GNT5	ortholog_one2one	1
Tppp2	TPPP2	ortholog_one2one	1
Haus2	HAUS2	ortholog_one2one	1
Epdr1	EPDR1	ortholog_one2one	1
Map3k8	MAP3K8	ortholog_one2one	1
Tbx2	TBX2	ortholog_one2one	1
BC005537	C6orf62	ortholog_one2one	1
Ciao1	CIAO1	ortholog_one2one	1
Cdk1	CDK1	ortholog_one2one	1
Myl1	MYL1	ortholog_one2one	1
Zdhhc21	ZDHHC21	ortholog_one2one	1
Exoc4	EXOC4	ortholog_one2one	1
Smc1b	SMC1B	ortholog_one2one	1
Trpv1	TRPV1	ortholog_one2one	1
F5	F5	ortholog_one2one	1
Utp25	DIEXF	ortholog_one2one	1
Nrf1	NRF1	ortholog_one2one	1
Styk1	STYK1	ortholog_one2one	1
Ndufs2	NDUFS2	ortholog_one2one	1
Atoh8	ATOH8	ortholog_one2one	1
Dda1	DDA1	ortholog_one2one	1
Spock3	SPOCK3	ortholog_one2one	1
Rnase13	CL2	ortholog_many2many	0
Rnase13	RNASE6	ortholog_many2many	0
Rnase13	RSFR	ortholog_many2many	0
Sptssb	SPTSSB	ortholog_one2one	1
Grem2	GREM2	ortholog_one2one	1
Cfap221	CFAP221	ortholog_one2one	1
Atxn7l3	ATXN7L3	ortholog_one2one	1
F9	F9	ortholog_one2one	1
Taf3	TAF3	ortholog_one2one	1
Itgb2	ITGB2	ortholog_one2many	1
Cdk9	CDK9	ortholog_one2one	1
Kif11	KIF11	ortholog_one2one	1
Ccdc89	CCDC89	ortholog_one2one	1
Tmem127	TMEM127	ortholog_one2one	1
Tdrd7	TDRD7	ortholog_one2one	1
Toporsl		ortholog_many2many	0
Toporsl		ortholog_many2many	0
Tanc2	TANC2	ortholog_one2one	1
Vwa3a	VWA3A	ortholog_one2one	1
Mrps15		ortholog_one2one	0
Itgb1bp1	ITGB1BP1	ortholog_one2one	1
Olfr73		ortholog_one2many	1
Arhgef38	ARHGEF38	ortholog_one2one	0
Ttc34	TTC34	ortholog_one2one	1
Agmo	AGMO	ortholog_one2one	1
Rab14	RAB14	ortholog_one2one	1
Fjx1	FJX1	ortholog_one2one	1
Nfkbib	NFKBIB	ortholog_one2one	1
Cer1	CER1	ortholog_one2one	1
Olfr1162		ortholog_one2many	1
B3galnt2	B3GALNT2	ortholog_one2one	1
Slc35b1	SLC35B1	ortholog_one2one	1
Gm12666	LARP7	ortholog_one2many	0
Atp5b	ATP5B	ortholog_one2one	1
Impad1	IMPAD1	ortholog_one2one	1
Crtc1	CRTC1	ortholog_one2one	1
Hhex	HHEX	ortholog_one2one	1
Gm20905		ortholog_one2many	0
Ybx3	YBX3	ortholog_one2one	1
Ndufa9	NDUFA9	ortholog_one2one	1
Sema5a	SEMA5A	ortholog_one2one	1
Adamts4	ADAMTS4	ortholog_one2one	1
Prpf4	PRPF4	ortholog_one2one	1
Cdk16		ortholog_one2one	0
Mmel1	MMEL1	ortholog_one2one	1
Lrrn1	LRRN1	ortholog_one2one	1
1700080O16Rik	NSMCE3	ortholog_one2many	0
Ccar1		ortholog_one2many	1
Ccar1		ortholog_one2many	1
Flcn		ortholog_one2one	1
Qsox1	QSOX1	ortholog_one2one	1
Kmt5c	KMT5C	ortholog_one2one	1
Gldc	GLDC	ortholog_one2one	1
Spin2f	SPIN1Z	ortholog_many2many	1
Spin2f	SPIN1W	ortholog_many2many	0
Atp6v1h	ATP6V1H	ortholog_one2one	1
Rest		ortholog_one2one	0
Frem1	FREM1	ortholog_one2one	1
Armh4		ortholog_one2many	0
Armh4		ortholog_one2many	0
Gm13694	CWC22	ortholog_one2many	1
Pias2	PIAS2	ortholog_one2one	1
Gm13697	CWC22	ortholog_one2many	1
Noa1	NOA1	ortholog_one2one	1
Spin2e	SPIN1Z	ortholog_many2many	1
Spin2e	SPIN1W	ortholog_many2many	0
Gm13691	CWC22	ortholog_one2many	1
C1qtnf6	C1QTNF6	ortholog_one2one	1
Ccdc34		ortholog_one2one	1
Napa	NAPA	ortholog_one2one	1
Fezf2	FEZF2	ortholog_one2one	1
C1qtnf7	C1QTNF7	ortholog_one2one	1
Ufm1	UFM1	ortholog_one2one	1
9530068E07Rik	C13H5orf15	ortholog_one2one	1
Hax1	HAX1	ortholog_one2one	1
Sema4g	SEMA4G	ortholog_one2one	1
Nacc2	NACC2	ortholog_one2one	1
Usp33	USP33	ortholog_one2one	1
Msc	MSC	ortholog_one2one	1
Tcerg1	TCERG1	ortholog_one2one	1
Fah	FAH	ortholog_one2one	1
Sfrp4	SFRP4	ortholog_one2one	1
Arglu1	ARGLU1	ortholog_one2one	1
Tie1	TIE1	ortholog_one2one	1
Kidins220	KIDINS220	ortholog_one2one	1
Mbl2	MBL2	ortholog_one2many	0
Gm21637	SPIN1Z	ortholog_many2many	1
Gm21637	SPIN1W	ortholog_many2many	0
Ptpn5	PTPN5	ortholog_one2one	1
Sim1	SIM1	ortholog_one2one	1
Tspan7		ortholog_one2one	1
Hist1h4h	HIST2H4B	ortholog_one2one	0
Ubald2	UBALD2	ortholog_one2one	1
Tcp10b		ortholog_one2many	0
Dnaic1	DNAI1	ortholog_one2one	1
Rev3l	REV3L	ortholog_one2one	1
Cyp4a29	CYP4A22	ortholog_many2many	0
Cyp4a29	CYP4B7	ortholog_many2many	1
Arhgef9	ARHGEF9	ortholog_one2one	1
Fam171a2		ortholog_one2one	0
Olfr1163		ortholog_one2many	1
Wee2	WEE2	ortholog_one2one	1
Tmem170b	TMEM170B	ortholog_one2one	1
B3gat1	B3GAT1	ortholog_one2one	1
Ly96	LY96	ortholog_one2one	1
Acsm2		ortholog_many2many	0
Hist1h3g		ortholog_one2many	0
Sh3bgrl3	SH3BGRL3	ortholog_one2one	1
Grn		ortholog_one2one	0
Rgs20	RGS20	ortholog_one2one	1
Sptssa	SPTSSA	ortholog_one2one	1
Tbce		ortholog_one2one	1
Ubxn11	UBXN11	ortholog_one2one	1
Gm28870		ortholog_one2many	0
Acot7	ACOT7	ortholog_one2one	1
Car15		ortholog_one2one	1
Mrpl43	MRPL43	ortholog_one2one	1
Snx13	SNX13	ortholog_one2one	1
Adam12	ADAM12	ortholog_one2one	1
Il17ra	IL17RA	ortholog_one2one	1
Gpc4	GPC4	ortholog_one2one	1
Hspe1	HSPE1	ortholog_one2many	1
Prdm13	PRDM13	ortholog_one2one	1
Arhgap19	ARHGAP19	ortholog_one2one	1
Als2	ALS2	ortholog_one2one	1
Slc39a8	SLC39A8	ortholog_one2one	1
Zfhx4	ZFHX4	ortholog_one2one	1
Twnk	C10orf2	ortholog_one2one	1
Gm29110		ortholog_one2many	0
Tmem250-ps	C9orf69	ortholog_one2one	1
Myef2	MYEF2	ortholog_one2many	1
Hspd1	HSPD1	ortholog_one2one	1
Bbox1	BBOX1	ortholog_one2one	1
Apbb1ip	APBB1IP	ortholog_one2one	1
Tbx4	TBX4	ortholog_one2one	1
Jph1	JPH1	ortholog_one2one	1
Dab2	DAB2	ortholog_one2one	1
Cdk18	CDK18	ortholog_one2one	1
Mindy3	MINDY3	ortholog_one2one	1
Pou3f3	POU3F3	ortholog_one2one	1
Bmp15	BMP15	ortholog_one2one	1
Gm6525	RPL36AL	ortholog_one2one	1
Pask	PASK	ortholog_one2one	1
Trim2	TRIM2	ortholog_one2one	1
Mid1ip1	MID1IP1	ortholog_one2one	1
Fam107b	FAM107B	ortholog_one2one	1
Olfr275		ortholog_many2many	0
Dgcr2	DGCR2	ortholog_one2many	1
Eml5	EML5	ortholog_one2one	1
Tstd2	TSTD2	ortholog_one2one	1
Sybu	SYBU	ortholog_one2one	1
Mfn1	MFN1	ortholog_one2one	1
Shoc2	SHOC2	ortholog_one2one	1
Pik3cd	PIK3CD	ortholog_one2one	1
Qrich2		ortholog_one2one	0
Ypel2	YPEL2	ortholog_one2one	1
Nmnat2	NMNAT2	ortholog_one2one	1
Slc1a3	SLC1A3	ortholog_one2one	1
Glb1l2		ortholog_one2many	1
Acot13	ACOT13	ortholog_one2one	1
Tnpo3	TNPO3	ortholog_one2one	1
Fstl4	FSTL4	ortholog_one2one	1
Ecscr		ortholog_one2one	1
Pdcd4	PDCD4	ortholog_one2one	1
Usp47	USP47	ortholog_one2one	1
Rft1	RFT1	ortholog_one2one	1
Ppp1r7	PPP1R7	ortholog_one2one	1
Ube3a	UBE3A	ortholog_one2one	1
Mtpap	MTPAP	ortholog_one2one	1
Zdhhc18	ZDHHC18	ortholog_one2one	1
Srebf2	SREBF2	ortholog_one2one	1
Tmem179	TMEM179	ortholog_one2one	1
Xpa	XPA	ortholog_one2one	1
Gm20883		ortholog_one2many	0
Prpsap1	PRPSAP1	ortholog_one2one	1
Hdhd5	HDHD5	ortholog_one2one	1
Eapp	EAPP	ortholog_one2one	1
Rel	REL	ortholog_one2one	1
Sh3kbp1	SH3KBP1	ortholog_one2one	1
Fam3c	FAM3C	ortholog_one2one	1
Bivm	BIVM	ortholog_one2one	1
Mpp4	MPP4	ortholog_one2one	1
Dnajc18	DNAJC18	ortholog_one2one	1
Gm6619		ortholog_one2many	0
Setmar		ortholog_one2one	1
Olfr1102		ortholog_many2many	0
Sstr3	SSTR3	ortholog_one2one	1
5430401F13Rik		ortholog_one2many	0
Calcrl	CALCRL	ortholog_one2one	1
Erich3		ortholog_one2one	0
Lgalsl	LGALSL	ortholog_one2many	1
Ncbp1	NCBP1	ortholog_one2one	1
Pnliprp2	PNLIPRP1	ortholog_one2one	1
Inf2		ortholog_one2many	1
Inf2		ortholog_one2many	0
Olfr458		ortholog_one2many	0
Apmap	APMAP	ortholog_one2one	1
Otol1	OTOL1	ortholog_one2one	1
Surf6	SURF6	ortholog_one2one	1
Larp1b	LARP1B	ortholog_one2one	0
Isca2	ISCA2	ortholog_one2one	1
Kptn	KPTN	ortholog_one2one	1
Mark3	MARK3	ortholog_one2one	1
Zc3h14	ZC3H14	ortholog_one2one	1
Bag1	BAG1	ortholog_one2one	1
Plat	PLAT	ortholog_one2one	1
Fam214b	FAM214B	ortholog_one2one	1
Hist1h3f		ortholog_one2one	0
Bank1	BANK1	ortholog_one2one	1
Cep128	CEP128	ortholog_one2one	1
Irf5	IRF5	ortholog_one2one	1
Hist1h4f	HIST1H46	ortholog_one2many	0
Clint1	CLINT1	ortholog_one2one	1
Lmo2	LMO2	ortholog_one2one	1
Tmem126a		ortholog_one2many	1
Ribc2	RIBC2	ortholog_one2one	1
Bbip1	BBIP1	ortholog_one2one	1
Tmod1	TMOD1	ortholog_one2one	1
Sh2d3c	SH2D3C	ortholog_one2one	1
Klf15	KLF15	ortholog_one2one	1
Golph3		ortholog_one2many	1
Golph3		ortholog_one2many	0
Tex10	TEX10	ortholog_one2one	1
Klhl26		ortholog_one2one	0
Slc30a9	SLC30A9	ortholog_one2one	1
Hnrnpa2b1	HNRNPA2B1	ortholog_one2one	1
Fam155a	FAM155A	ortholog_one2one	1
Kcnk3	KCNK3	ortholog_one2one	1
Ddx3y	DDX3X	ortholog_one2many	1
Art1	AT2	ortholog_one2many	1
Art1	ART7C	ortholog_one2many	0
Art1	ART7B	ortholog_one2many	1
Art1	ART1	ortholog_one2many	1
Art1	MADPRT1	ortholog_one2many	0
Trappc11	TRAPPC11	ortholog_one2one	1
Agbl1	AGBL1	ortholog_one2one	1
Kcnt2	KCNT2	ortholog_one2one	1
Srpx2	SRPX2	ortholog_one2one	1
Ccdc148	CCDC148	ortholog_one2one	1
Ppa2	PPA2	ortholog_one2one	1
Invs	INVS	ortholog_one2one	1
Tmem209	TMEM209	ortholog_one2one	1
Jup	JUP	ortholog_one2one	1
Ccdc189		ortholog_one2many	0
Tmem132a	TMEM132A	ortholog_one2one	1
Cep350	CEP350	ortholog_one2one	1
Fbxo3	FBXO3	ortholog_one2one	1
Lingo2	LINGO2	ortholog_one2one	1
Fgd6	FGD6	ortholog_one2one	1
Cyp4a12a	CYP4A22	ortholog_many2many	1
Cyp4a12a	CYP4B7	ortholog_many2many	1
Akap12	AKAP12	ortholog_one2one	1
Tmem59l	TMEM59L	ortholog_one2one	1
Olfr457		ortholog_one2many	0
Gm5935		ortholog_one2many	0
Gm20518	DGCR2	ortholog_one2many	1
Med22	MED22	ortholog_one2one	1
Gm20738	SPIN1Z	ortholog_many2many	1
Gm20738	SPIN1W	ortholog_many2many	0
Casp12	CASP14	ortholog_many2many	0
Dsg1c		ortholog_one2many	1
Chmp5	CHMP5	ortholog_one2one	1
Lrrc31	LRRC31	ortholog_one2one	1
Wnk2	WNK2	ortholog_one2one	1
Cyp4a12b	CYP4A22	ortholog_many2many	1
Cyp4a12b	CYP4B7	ortholog_many2many	1
Olfr46		ortholog_one2many	0
1810055G02Rik		ortholog_one2one	0
Ssbp1	SSBP1	ortholog_one2one	1
Gdpd1	GDPD1	ortholog_one2one	1
Tmem72	TMEM72	ortholog_one2one	1
Mad2l1	MAD2L1	ortholog_one2one	1
Slc24a5	SLC24A5	ortholog_one2one	1
Pwp1	PWP1	ortholog_one2one	1
Ctsr	CTSV	ortholog_one2many	1
Sumf1	SUMF1	ortholog_one2one	1
Ak4	AK4	ortholog_one2one	1
Klhdc8a	KLHDC8A	ortholog_one2one	1
Prima1	PRIMA1	ortholog_one2one	1
Olfr456		ortholog_one2many	0
Ndufaf5	NDUFAF5	ortholog_one2one	1
Tdp2	TDP2	ortholog_one2one	1
Gabrb2	GABRB2	ortholog_one2one	1
Krr1	KRR1	ortholog_one2one	1
Usp9y		ortholog_one2many	1
Camk2d	CAMK2D	ortholog_one2one	1
Zfp503	ZNF503	ortholog_one2one	1
Wdr35	WDR35	ortholog_one2one	1
Myb	MYB	ortholog_one2one	1
Lsm11	LSM11	ortholog_one2one	1
Pamr1		ortholog_one2many	1
Pamr1		ortholog_one2many	1
Ndufb7	NDUFB7	ortholog_one2one	1
Gm5538		ortholog_many2many	1
Gm5538		ortholog_many2many	1
Gm5538		ortholog_many2many	1
Fbxo30	FBXO30	ortholog_one2one	1
Tmem237	TMEM237	ortholog_one2one	1
Ophn1	OPHN1	ortholog_one2one	1
Smg8		ortholog_one2one	1
Kirrel3	KIRREL3	ortholog_one2one	1
Pitpna	PITPNA	ortholog_one2one	1
Tcf3	TCF3	ortholog_one2one	1
Exoc6	EXOC6	ortholog_one2one	1
Olfr455		ortholog_one2one	1
Pttg1ip	PTTG1IP	ortholog_one2one	1
Rgs7	RGS7	ortholog_one2one	1
Patl1	PATL1	ortholog_one2one	1
Irf6	IRF6	ortholog_one2one	1
Fbxo4	FBXO4	ortholog_one2one	1
Spop	SPOP	ortholog_one2many	1
Gfpt1	GFPT1	ortholog_one2one	1
Zbtb2	ZBTB2	ortholog_one2one	1
Gpc3	GPC3	ortholog_one2one	1
Lig1	LIG1	ortholog_one2one	1
St8sia5	ST8SIA5	ortholog_one2one	1
Slc5a6	SLC5A6	ortholog_one2one	1
Gm5169		ortholog_one2many	0
Traf3ip3	TRAF3IP3	ortholog_one2one	1
Fn3krp	FN3KRP	ortholog_one2one	1
Grsf1	GRSF1	ortholog_one2one	1
2610528J11Rik	C1orf210	ortholog_one2one	1
Rpl7a	RPL7A	ortholog_one2many	1
Shroom4	SHROOM4	ortholog_one2one	1
Fam178b		ortholog_one2one	0
Dctn1	DCTN1	ortholog_one2one	1
Gpr153	GPR153	ortholog_one2one	1
Ropn1l	ROPN1L	ortholog_one2one	1
Dsg1a		ortholog_one2many	1
Gm20820		ortholog_one2many	0
Slc45a4	SLC45A4	ortholog_one2one	1
Micall1	MICALL1	ortholog_one2one	1
Itga2b	ITGA2B	ortholog_one2one	1
Qsox2	QSOX2	ortholog_one2one	1
Yme1l1	YME1L1	ortholog_one2one	1
Sh2d4b	SH2D4B	ortholog_one2one	1
Usp53	USP53	ortholog_one2one	1
Ofd1	OFD1	ortholog_one2one	1
Gm8298		ortholog_many2many	1
Gm8298		ortholog_many2many	1
Gm8298		ortholog_many2many	1
Fam110b	FAM110B	ortholog_one2one	1
C130079G13Rik		ortholog_many2many	0
C130079G13Rik		ortholog_many2many	0
C130079G13Rik		ortholog_many2many	0
Nxph3	NXPH3	ortholog_one2one	1
Lig4	LIG4	ortholog_one2one	1
Ephb6	EPHB6	ortholog_one2one	1
Aebp1	AEBP1	ortholog_one2one	1
Mfsd4b4	MFSD4B	ortholog_one2many	1
Trappc2	TRAPPC2	ortholog_one2one	1
Fancm	FANCM	ortholog_one2one	1
Rwdd4a	RWDD4	ortholog_one2one	1
Slc1a2	SLC1A2	ortholog_one2one	1
Sema4c	SEMA4C	ortholog_one2one	1
1700088E04Rik	C22orf23	ortholog_one2one	1
Lhx3	LHX3	ortholog_one2one	1
Cc2d2a	CC2D2A	ortholog_one2one	1
Polr2b	POLR2B	ortholog_one2one	1
Thg1l	THG1L	ortholog_one2one	1
Fn3k	FN3K	ortholog_one2one	1
Oscp1	OSCP1	ortholog_one2one	1
Oc90		ortholog_one2one	1
Pkib	PKIB	ortholog_one2one	1
Col1a2	COL1A2	ortholog_one2one	1
Rbm41	RBM41	ortholog_one2one	1
Lilrb4a		ortholog_one2many	0
Osbp	OSBP	ortholog_one2one	1
Slc26a2	SLC26A2	ortholog_one2one	1
S100a6	S100A6	ortholog_one2one	1
Mark1	MARK1	ortholog_one2one	1
Gm1993		ortholog_one2many	0
Tas2r108	TAS2R4	ortholog_one2one	0
D1Ertd622e	C5orf30	ortholog_one2one	1
Igfbp7	IGFBP7	ortholog_one2one	1
Pank3	PANK3	ortholog_one2one	1
D7Ertd443e		ortholog_one2one	0
Syt6	SYT6	ortholog_one2one	1
Mfsd12	MFSD12	ortholog_one2one	1
Fhl1	FHL1	ortholog_one2many	1
Tmem125	TMEM125	ortholog_one2one	1
Cyb561	CYB561	ortholog_one2one	1
Mcf2	MCF2	ortholog_one2one	1
Tph1	TPH1	ortholog_one2one	1
Mrps9	MRPS9	ortholog_one2one	1
Nqo2	NQO2	ortholog_one2one	1
Gm5737		ortholog_one2many	1
Gm5737	SDR42E2	ortholog_one2many	1
Fzr1	FZR1	ortholog_one2one	1
Gm21117		ortholog_one2many	0
Dr1	DR1	ortholog_one2one	1
Atraid		ortholog_one2one	0
Mcf2l	MCF2L	ortholog_one2one	1
Polr2f	POLR2F	ortholog_one2one	1
Npr3	NPR3	ortholog_one2one	1
Gm5926	SPIN1Z	ortholog_many2many	1
Gm5926	SPIN1W	ortholog_many2many	0
Aadacl2		ortholog_many2many	1
Aadacl2		ortholog_many2many	1
Aadacl2		ortholog_many2many	1
Eef2k	EEF2K	ortholog_one2one	1
Cfap57	CFAP57	ortholog_one2one	1
Mrpl22	MRPL22	ortholog_one2one	1
Abhd13	ABHD13	ortholog_one2one	1
Lilr4b		ortholog_one2many	0
Nt5m	NT5M	ortholog_one2one	1
Cts6	CTSV	ortholog_one2many	1
Pdzd2	PDZD2	ortholog_one2one	1
Tmem126b		ortholog_one2many	1
Entpd8		ortholog_one2many	1
Entpd8	ENTPD8	ortholog_one2many	1
Ergic3	ERGIC3	ortholog_one2one	1
Spint2		ortholog_one2one	0
Atg4a-ps	ATG4A	ortholog_one2many	1
Tshr	TSHR	ortholog_one2one	1
Ripk1	RIPK1	ortholog_one2one	1
Gm21477		ortholog_one2many	0
P3h4	P3H4	ortholog_one2one	1
Sctr	SCTR	ortholog_one2one	1
Cftr	CFTR	ortholog_one2one	1
Acss1	ACSS1	ortholog_one2one	1
Zc2hc1b	ZC2HC1B	ortholog_one2one	1
Nxph2	NXPH2	ortholog_one2one	1
Fcgr1		ortholog_one2many	0
Cwh43	CWH43	ortholog_one2one	1
Cntfr	CNTFR	ortholog_one2one	1
Slc23a2	SLC23A2	ortholog_one2one	1
Cops3	COPS3	ortholog_one2one	1
Ubl5	UBL5	ortholog_one2many	1
Nampt	NAMPTP1	ortholog_one2one	1
Shisa8		ortholog_many2many	1
Fam181a	FAM181A	ortholog_one2one	1
Eno4	ENO4	ortholog_one2one	1
